id,bytes
702,72392
703,424112
704,69745
705,161667
706,287785
707,325761
708,281441
709,325414
71,72247
710,285213
711,611596
712,283174
713,609067
714,245750
715,398368
716,366141
717,179433
718,770205
719,387675
72,295206
720,380819
721,87514
722,277256
723,41957
724,91725
725,704531
726,60829
727,35417
728,43164
729,109513
73,268921
730,917357
731,1820460
732,2002308
733,1694021
734,1893195
735,1781205
736,1598747
737,220252
738,109235
739,36762
74,405783
740,40520
741,37846
742,459686
743,696584
744,1044982
745,1039968
746,662010
747,2390287
748,442839
749,487367
75,149125
750,875043
751,549357
752,502056
753,386543
754,775562
755,438660
756,232768
757,213287
758,22659
759,62614
76,590757
760,83208
761,65276
762,274119
763,390022
764,510600
765,591482
766,2013603
767,381443
768,661813
769,126575
77,619444
770,288091
771,46114
772,61033
773,249597
774,325394
775,479327
776,190775
777,296831
778,307149
779,147107
78,486520
780,565179
781,444988
782,472872
783,365793
784,343291
785,476803
786,606603
787,372422
788,240263
789,179107
79,1353639
790,140969
791,180449
792,473405
793,393818
794,453338
795,116304
796,1147040
797,231718
798,1048707
799,377368
8,4283
80,615194
800,450418
801,88228
802,74783
803,70378
804,244469
805,566688
806,94639
807,69274
808,1241902
809,98370
81,529855
810,82879
811,167100
812,1578632
813,160287
814,122624
815,1131416
816,866214
817,1317693
818,260659
819,335580
82,1167302
820,1615348
821,2097649
822,422254
823,111873
824,602137
825,30117
826,70721
827,68510
828,107598
829,584574
83,565698
830,360657
831,1006209
832,374205
833,672245
834,612739
835,116351
836,379172
837,423732
838,506746
839,606231
84,421633
840,1478458
841,271558
842,158852
843,669849
844,118088
845,254769
846,481501
847,180959
848,466258
849,252244
85,381870
850,241503
851,125880
852,842487
853,111181
854,133599
855,40979
856,57278
857,52287
858,124256
859,209146
86,648733
860,309452
861,551587
862,87703
863,333304
864,501299
865,43620
866,38433
867,47633
868,36927
869,53345
87,2544928
870,34691
871,152011
872,555144
873,202207
874,828711
875,159753
876,103970
877,50010
878,54020
879,37231
88,809155
880,62647
881,54772
882,1533954
883,1904511
884,602674
885,203854
886,244497
887,361294
888,254715
889,517870
890,1240630
891,1216657
892,1061926
893,1222213
894,1108463
895,1456097
896,74728
897,193060
898,165724
899,313436
9,21370
90,556380
901,188295
902,112402
903,825652
904,764629
905,494778
906,63247
907,330215
908,250488
909,62437
91,204083
910,409276
911,197647
912,211159
913,361866
914,852672
915,800238
916,133307
917,1445932
918,126254
919,103200
92,400768
920,124248
921,115434
922,86376
923,389664
924,46298
925,810236
926,934830
927,61772
928,147613
929,57310
93,147676
930,289261
931,160416
932,63287
933,173319
934,155093
935,866130
936,258372
937,375738
938,481054
939,634227
94,182752
940,871698
941,202182
942,514055
943,206262
944,1188667
945,298126
946,130908
947,578134
948,152537
949,237118
95,322677
950,256192
951,245390
952,251202
953,270271
954,265399
955,312979
956,292907
957,249505
958,269038
959,290178
96,349880
960,266469
961,218264
962,613515
963,1953636
964,620656
965,429752
966,231391
967,1951260
968,1982762
969,995015
97,219084
970,145224
971,147982
972,365189
973,406253
974,559855
975,81027
976,386198
977,171155
978,61904
979,491307
98,771600
980,512971
981,147352
982,48775
983,250042
984,154561
985,119573
986,130043
987,775250
988,127942
989,199334
99,66314
990,209553
991,114308
992,183442
993,291497
994,48066
995,254684
996,2391549
997,213942
998,213725
999,209950
